last_name,first_name,scholar_id,title,author,journal,number,cites,year,cid,pubid,hc_affil
Happel,Austin,KxsD8eYAAAAJ,Microplastics in fish relative to point-source proximity and trophic level in an urban river,"E Kazmierczak, A Happel, TJ Hoellein",Freshwater Science,"45 (1), 50-63",0,2026,NA,maZDTaKrznsC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Larval fish community of the urbanized Chicago River,A Happel,Journal of Great Lakes Research,102662,0,2025,NA,k_IJM867U9cC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Diet Complexity of Lake Michigan Salmonids,"B Leonhardt, B Turschak, A Happel, S Czesny, H Boostma, J Rinchard, ...",Midwest Fish and Wildlife Conference,2019,0,2019,NA,MXK_kJrjxJIC,TRUE
Waterhouse,Lynn,Tmf2DzoAAAAJ,Recovery of critically endangered Nassau grouper (Epinephelus striatus) in the Cayman Islands following targeted conservation actions,"L Waterhouse, SA Heppell, CV Pattengill-Semmens, C McCoy, P Bush, ...",Proceedings of the National Academy of Sciences,"117 (3), 1587-1595",77,2020,9172890679126586267,ipzZ9siozwsC,TRUE
Waterhouse,Lynn,Tmf2DzoAAAAJ,Machine learning analysis reveals relationship between pomacentrid calls and environmental cues,"JE Munger, DP Herrera, SM Haver, L Waterhouse, MF McKenna, ...",Marine Ecology Progress Series,"681, 197-210",33,2022,2236433825371876732,vDijr-p_gm4C,TRUE
Waterhouse,Lynn,Tmf2DzoAAAAJ,Pulse recruitment and recovery of Cayman Islands Nassau Grouper (Epinephelus striatus) spawning aggregations revealed by in situ length-frequency data,"BC Stock, SA Heppell, L Waterhouse, IC Dove, CV Pattengill-Semmens, ...",ICES Journal of Marine Science,"78 (1), 277-292",24,2021,13367758847439952175,zLWjf1WUPmwC,TRUE
Waterhouse,Lynn,Tmf2DzoAAAAJ,A Bayesian nested patch occupancy model to estimate steelhead movement and abundance,"L Waterhouse, J White, K See, A Murdoch, BX Semmens",Ecological Applications,"30 (8), e02202",17,2020,11591885742266054407,EkHepimYqZsC,TRUE
Waterhouse,Lynn,Tmf2DzoAAAAJ,Updated Growth Models for Bigeye Tuna (Thunnus obesus) in the Atlantic Ocean,"L Waterhouse, L Ailloud, R Austin, WJ Golet, A Pacicco, AH Andrews, ...",Fisheries Research,253,6,2022,6118288449455392006,epqYDVWIO7EC,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,"Integrative taxonomy reveals a new species of freshwater mussel, Potamilus streckersoni sp. nov. (Bivalvia: Unionidae): implications for conservation and …","CH Smith, NA Johnson, K Inoue, RD Doyle, CR Randklev",Systematics and Biodiversity,"17 (4), 331-348",58,2019,9901549477510860639,KlAtU1dfN6UC,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,A comprehensive approach uncovers hidden diversity in freshwater mussels (Bivalvia: Unionidae) with the description of a novel species,"K Inoue, JL Harris, CR Robertson, NA Johnson, CR Randklev",Cladistics,"36 (1), 88-113",45,2020,10614256447508655958,3fE2CSJIrl8C,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,"A new species of freshwater mussel in the genus Popenaias Frierson, 1927, from the Gulf coastal rivers of central Mexico (Bivalvia: Unionida: Unionidae) with comments on the genus","K Inoue, KS Cummings, JS Tiemann, TD Miller, NA Johnson, CH Smith, ...",Zootaxa,"4816 (4), 457-490",15,2020,9266800896448560568,_kc_bZDykSQC,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,"Use of species delimitation approaches to assess biodiversity in freshwater planaria (Platyhelminthes, Tricladida) from desert springs","K Inoue, AL Pohl, M Sei, BK Lang, DJ Berg",Aquatic Conservation: Marine and Freshwater Ecosystems,"30 (2), 209-218",14,2020,2373538043881148873,ULOm3_A8WrAC,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,Mussels propagated from a single broodstock female retain most population-level genetic variation but have altered genetic structure,"K Inoue, JM Snow, KM Schoenecker, J DeMartini",Freshwater Mollusk Biology and Conservation,"26 (2), 69-77",7,2023,10466832214780664572,QIV2ME_5wuYC,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,"New microsatellite markers for Ellipse, Venustaconcha ellipsiformis (Bivalvia: Unionidae), with notes on optimal sample size and cross-species amplification","K Inoue, BE Sietman, SE McMurray, JS Faiman, DT Zanatta",Molecular biology reports,"48 (3), 3037-3045",3,2021,13455711211088821718,Wp0gIr-vW9MC,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,"New records of freshwater mussels (Unionida, Unionidae and Mycetopodidae) from rivers, lakes, and lagoons in Honduras","DE Martínez, WA Matamoros, CC Lardizabal, KAS Venegas, Y Quintana, ...",Check List,"22 (2), 224-236",2,2026,696658779248523206,ZeXyd9-uunAC,TRUE
Inoue,Kentaro,bJfaIC0AAAAJ,"Patterns of genetic diversity and structure in Pressodonta viridis, Slippershell Mussel, in streams of the U.S. Midwest","GE Sanfilippo, K Inoue, DT Zanatta",Heredity,"134 (12), 680-694",2,2025,11630908016898770561,L8Ckcad2t8MC,TRUE
Youngquist,Melissa,3BR-ipgAAAAJ,Potential impacts of emerald ash borer and adaptation strategies on wildlife communities in black ash wetlands,"A R Grinde, M B Youngquist, R A Slesak, S R Kolbe, J D Bednar, B J Palik, ...","Ecological Applications, e",e2567,24,2022,8757848945035499629,ufrVoPGSRksC,TRUE
Youngquist,Melissa,3BR-ipgAAAAJ,Making the connection: combining habitat suitability and landscape connectivity to understand species distribution in an agricultural landscape,"MB Youngquist, MD Boone",Landscape Ecology,"36 (10), 2795-2809",19,2021,4871601730068569875,W7OEmFMy1HYC,TRUE
Youngquist,Melissa,3BR-ipgAAAAJ,Larval development and survival of pond-breeding anurans in an agricultural landscape impacted more by phytoplankton than surrounding habitat,"MB Youngquist, MD Boone",PloS one,"16 (7), e0255058",12,2021,5600322179003650297,YsMSGLbcyi4C,TRUE
Youngquist,Melissa,3BR-ipgAAAAJ,"Hotspots, Population Turnover and Long‐Term Data: Ecological Insights From a Short‐Lived Frog","RM Lehtinen, KL Krynak, GJ Lipps Jr, JC McCall, MB Youngquist",Ecology and Evolution,"15 (12), e72569",1,2025,319475015865954408,LkGwnXOMwfcC,TRUE
Colborne,Scott,wA--GIEAAAAJ,Identification of predation events in wild fish using novel acoustic transmitters,"AA Weinz, JK Matley, NV Klinard, AT Fisk, SF Colborne",Animal Biotelemetry,"8 (1), 28",63,2020,8232462247076249394,8k81kl-MbHgC,TRUE
Colborne,Scott,wA--GIEAAAAJ,Sequence analysis and acoustic tracking of individual lake sturgeon identify multiple patterns of river–lake habitat use,"SF Colborne, DW Hondorp, CM Holbrook, MR Lowe, JC Boase, JA Chiotti, ...",Ecosphere,"10 (12), e02983",38,2019,746491137593858286,hqOjcs7Dif8C,TRUE
Colborne,Scott,wA--GIEAAAAJ,Performance of acoustic telemetry in relation to submerged aquatic vegetation in a nearshore freshwater habitat,"AA Weinz, JK Matley, NV Klinard, AT Fisk, SF Colborne",Marine and Freshwater Research,"72 (7), 1033-1044",26,2021,2841227865210832435,3fE2CSJIrl8C,TRUE
Colborne,Scott,wA--GIEAAAAJ,Assessing trophic position quantification methods for three piscivorous freshwater fish using stable isotopes and stomach contents,"B Nawrocki, AM McLeod, NE Hussey, SF Colborne, J Del Papa, AT Fisk",Journal of Great Lakes Research,"46 (3), 578-588",22,2020,17949686820256569140,0EnyYjriUFMC,TRUE
Colborne,Scott,wA--GIEAAAAJ,Lake sturgeon (Acipenser fulvescens) annual adult survival estimated from acoustic telemetry,"SF Colborne, TA Hayden, CM Holbrook, DW Hondorp, CC Krueger",Journal of Great Lakes Research,"47 (6), 1814-1823",16,2021,14414660130626887796,_kc_bZDykSQC,TRUE
Colborne,Scott,wA--GIEAAAAJ,"Comparisons among three diet analyses demonstrate multiple patterns in the estimated adult diet of a freshwater piscivore, Salvelinus namaycush","MH Futia, SF Colborne, AT Fisk, D Gorsky, TB Johnson, BF Lantry, ...",Ecological Indicators,"127, 107728",16,2021,1734312982985595891,KlAtU1dfN6UC,TRUE
Colborne,Scott,wA--GIEAAAAJ,Space use of juvenile and subadult yellow perch (Perca flavescens) in the Detroit River using acoustic telemetry: incorporating variable detection ranges in …,"JK Matley, NV Klinard, SM Larocque, AA Weinz, SF Colborne",Canadian Journal of Fisheries and Aquatic Sciences,"79 (1), 63-72",10,2022,13122229751712150020,Zph67rFs4hoC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,"Centering transgender and gender non-conforming experience, access, & safety in ecological fieldwork",SB Matsuda,Integrative and Comparative Biology,"63 (1), 86-97",15,2023,14567802559651710417,Zph67rFs4hoC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Short-term stress testing predicts subsequent natural bleaching variation,"C Caruso, MR de Souza, V Kahkejian, JM Davidson, S Matsuda, ...",Coral Reefs,"44 (2), 399-409",13,2025,9386053222347565002,-f6ydRqryjwC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Building a queer- and trans-inclusive microbiology conference,"R Gregor, J Johnston, LSY Coe, N Evans, D Forsythe, R Jones, ...",mSystems,"8 (5), e00433-23",13,2023,12662258913504780051,aqlVkmm33-oC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,"Larval thermal conditioning does not improve post-settlement thermal tolerance in the dominant reef-building coral, Montipora capitata","G Alexander, JR Hancock, AS Huffmyer, SB Matsuda",Coral Reefs,"41 (2), 333-342",8,2022,2406697915139502525,0EnyYjriUFMC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Intergenerational metabolomic signatures of bleaching resistance in corals,"TNF Roach, C Drury, C Caruso, JR Hancock, C Martin, K Neugebauer, ...",Nature Communications,"16 (1), 5971",7,2025,8360028952294871034,iH-uZ7U-co4C,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Single-polyp metabolomics reveals biochemical structuring of the coral holobiont at multiple scales,"TNF Roach, SB Matsuda, C Martin, G Huckeba, J Huckeba, V Kahkejian, ...",Communications Biology,"6 (1), 984",7,2023,14366261112932028889,M3ejUd6NZC8C,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Queer-and trans-inclusive faculty hiring—A call for change,"JL Weissman, CR Chappell, B Francesco Rodrigues de Oliveira, N Evans, ...",PLoS biology,"22 (11), e3002919",6,2024,14277175934257386073,hC7cP41nSMkC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,"Light-driven phenotypic plasticity in the depth-generalist coral, Pavona varians","CJ Lewis, SB Matsuda, TL Sale, C Genovese, CS Wolke, N Chan, ...",Plos one,"20 (7), e0326069",3,2025,11045317886050462342,bEWYMUwI8FkC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Running a queer-and trans-inclusive faculty hiring process,"JL Weissman, CR Chappell, BFR de Oliveira, N Evans, AC Fagre, ...",EcoEvoRxiv,,2,2024,12128719867531210157,mVmsd5A6BfQC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Minimally Invasive Coral Biopsy Technique for In-Situ Microbiome and Metabolome Sampling,"JT Berg, C Moreland-Ochoa, R McClintock, S Matsuda, C Drury, C Nelson",,,0,2025,NA,k_IJM867U9cC,TRUE
Matsuda,Shayle,WLwHjOIAAAAJ,Transgenerational metabolomic signatures of bleaching resistance in corals,"R Quinn, T Roach, C Drury, C Caruso, J Hancock, C Martin, ...",,,0,2024,NA,ZeXyd9-uunAC,TRUE
Quintana,Yasmin,h34C5hydhJYC,"Fish fauna of the río San Pedro and río La Pasión, Usumacinta river basin, Guatemala",Y Quintana,Biota Neotropica,"24 (1), e20231481",7,2024,6238787076986669375,-f6ydRqryjwC,TRUE
Quintana,Yasmin,h34C5hydhJYC,Opportunities to better integrate inland fish and fisheries in multilateral environmental agreements,"AJ Lynch, D Bartley, TD Beard Jr, G Borba, SJ Cooke, IG Cowx, V Elliott, ...",Environmental Science & Policy,"171, 104089",6,2025,6190531826078327483,TQgYirikUcIC,TRUE
Quintana,Yasmin,h34C5hydhJYC,What determines trophic niche breadth? A global analysis of freshwater fishes using isospaces,"FW Keppeler, T Giarrizzo, CG Montaña, A Adite, Ş Akın, R Angelini, ...",Reviews in Fish Biology and Fisheries,"36 (1), 13",2,2026,6265667874858691649,mB3voiENLucC,TRUE
Quintana,Yasmin,h34C5hydhJYC,Evidence charts the future of freshwater biodiversity conservation,"PJ Boon, FA Ridley, T Adhya, C Baigún, M Böhm, I Harrison, SC Jähnig, ...",CSIRO Publishing,,0,2026,NA,iH-uZ7U-co4C,TRUE
Quintana,Yasmin,h34C5hydhJYC,"Eight decades later: Dajaus monticola (Actinopterygii: Mugilidae) resurfaces in the lower Choluteca River, Honduras","WA MATAMOROS, KA SOTO-VENEGAS, MM VALLE-HERNÁNDEZ, ...",Zootaxa,"5853 (3), 447-450",0,2026,NA,4JMBOYKVnBMC,TRUE
Quintana,Yasmin,h34C5hydhJYC,Peces de aguas continentales de Guatemala: Una revisión contemporánea,"C Barrientos, D Elias, Y Quintana",Biodiversidad de Guatemala,"3, 260-275",0,2023,NA,qUcmZB5y_30C,TRUE
